bin	Depth zymo_fecal	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scores_archaea_odb12_busco	Scores_bacteria_odb12_busco	Scores_eukaryota_odb12_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Internal stop codon percent_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
METAMDBG-MetaBAT2-zymo_fecal.152.fa	4.78174	METAMDBG-MetaBAT2-zymo_fecal.152.fa	eukaryota_odb12	76.7	76.7	0.0	0.9	22.4	116.0	C:11.8%[S:11.8%,D:0.0%],F:3.1%,M:85.1%,n:195	C:76.7%[S:76.7%,D:0.0%],F:0.9%,M:22.4%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129,E:100.0%	142431	142431.0	0.000%	27		11.0	METAMDBG-MetaBAT2-zymo_fecal.152.fa	81.64	0.01	Gradient Boost (General Model)	11	0.873	2213438	1976	METAMDBG-MetaBAT2-zymo_fecal.152	METAMDBG-MetaBAT2-zymo_fecal.152.fa	27	27	27	25	18	13	2213438	2213438	2213438	2193881	2076374	1901513	27	477283	2213438	57.43	142431	74674	5	10	0.0	9 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.152.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	GCA_900542445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	98.52	0.799							ani_screen	classification based on ANI only	GCA_900542395.1, s__Ventricola sp900542395, 95.0, 87.42, 0.304; GCA_934630975.1, s__Ventricola sp934630975, 95.0, 87.99, 0.365; GCA_934636105.1, s__Ventricola sp934636105, 95.0, 89.14, 0.477; GCA_934675735.1, s__Ventricola sp934675735, 95.0, 88.69, 0.452				
METAMDBG-MetaBAT2-zymo_fecal.153.fa	2.1164	METAMDBG-MetaBAT2-zymo_fecal.153.fa	varicellovirus_odb10	7.7	7.7	0.0	0.0	92.3	13.0	C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:195	C:1.7%[S:1.7%,D:0.0%],F:0.0%,M:98.3%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	20944	20944.0	0.000%	13		1.0	METAMDBG-MetaBAT2-zymo_fecal.153.fa	6.88	0.0	Neural Network (Specific Model)	11	0.838	219117	236	METAMDBG-MetaBAT2-zymo_fecal.153	METAMDBG-MetaBAT2-zymo_fecal.153.fa	13	13	13	12	1	0	219117	219117	219117	210996	27484	0	13	27484	219117	65.06	20944	14826	5	8	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.153.fa																			
METAMDBG-MetaBAT2-zymo_fecal.154.fa	4.121575	METAMDBG-MetaBAT2-zymo_fecal.154.fa	eubacteriales_odb12	85.4	85.4	0.0	2.5	12.1	240.0	C:19.5%[S:19.5%,D:0.0%],F:2.6%,M:77.9%,n:195	C:81.9%[S:81.9%,D:0.0%],F:6.9%,M:11.2%,n:116	C:0.8%[S:0.8%,D:0.0%],F:3.1%,M:96.1%,n:129,E:100.0%	72022	72022.0	0.000%	50		11.0	METAMDBG-MetaBAT2-zymo_fecal.154.fa	88.44	0.01	Gradient Boost (General Model)	11	0.86	2368013	2308	METAMDBG-MetaBAT2-zymo_fecal.154	METAMDBG-MetaBAT2-zymo_fecal.154.fa	50	50	50	42	32	16	2368013	2368013	2368013	2304641	2156092	1579826	50	222833	2368013	61.5	72022	42468	10	21	0.0	6 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.154.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	GCA_003112755.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	99.12	0.911							ani_screen	classification based on ANI only					
METAMDBG-MetaBAT2-zymo_fecal.155.fa	2.136735	METAMDBG-MetaBAT2-zymo_fecal.155.fa	eukaryota_odb12	30.2	30.2	0.0	3.4	66.4	116.0	C:6.7%[S:6.7%,D:0.0%],F:1.0%,M:92.3%,n:195	C:30.2%[S:30.2%,D:0.0%],F:3.4%,M:66.4%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	21864	21864.0	0.000%	16		11.0	METAMDBG-MetaBAT2-zymo_fecal.155.fa	15.03	1.26	Neural Network (Specific Model)	11	0.824	352116	342	METAMDBG-MetaBAT2-zymo_fecal.155	METAMDBG-MetaBAT2-zymo_fecal.155.fa	16	16	16	16	4	0	352116	352116	352116	352116	150303	0	16	49694	352116	42.78	21864	18519	6	10	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.155.fa																			
METAMDBG-MetaBAT2-zymo_fecal.156.fa	7.39305	METAMDBG-MetaBAT2-zymo_fecal.156.fa	eukaryota_odb12	67.2	67.2	0.0	1.7	31.0	116.0	C:9.2%[S:9.2%,D:0.0%],F:2.1%,M:88.7%,n:195	C:67.2%[S:67.2%,D:0.0%],F:1.7%,M:31.0%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	251958	251958.0	0.000%	7		11.0	METAMDBG-MetaBAT2-zymo_fecal.156.fa	82.51	3.83	Gradient Boost (General Model)	11	0.882	1408396	1354	METAMDBG-MetaBAT2-zymo_fecal.156	METAMDBG-MetaBAT2-zymo_fecal.156.fa	7	7	7	7	5	5	1408396	1408396	1408396	1408396	1378521	1378521	7	567081	1408396	27.95	251958	166820	2	4	0.0	2 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.156.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola sp001915925	GCA_001915925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola sp001915925	98.59	0.71							ani_screen	classification based on ANI only	GCA_930990555.1, s__Merdicola sp930990555, 95.0, 90.25, 0.518; GCA_944389475.1, s__Merdicola sp944389475, 95.0, 83.22, 0.151; GCA_018371855.1, s__Merdicola sp018371855, 95.0, 92.47, 0.558; GCA_944392945.1, s__Merdicola sp944392945, 95.0, 83.66, 0.165; GCA_900552655.1, s__Merdicola sp900552655, 95.0, 84.82, 0.176; GCA_944388935.1, s__Merdicola sp944388935, 95.0, 83.68, 0.181; GCA_900553015.1, s__Merdicola sp900553015, 95.0, 94.24, 0.644; GCA_946497695.1, s__Merdicola sp946497695, 95.11, 90.73, 0.513; GCA_944391965.1, s__Merdicola sp944391965, 95.0, 90.89, 0.488; GCA_900754085.1, s__Merdicola sp900754085, 95.0, 84.56, 0.191; GCA_900759015.1, s__Merdicola sp900759015, 95.0, 90.84, 0.499; GCA_958422985.1, s__Merdicola sp958422985, 95.0, 84.14, 0.19				
METAMDBG-MetaBAT2-zymo_fecal.157.fa	3.164875	METAMDBG-MetaBAT2-zymo_fecal.157.fa	eukaryota_odb12	50.0	43.1	6.9	5.2	44.8	116.0	C:12.8%[S:8.7%,D:4.1%],F:2.6%,M:84.6%,n:195	C:50.0%[S:43.1%,D:6.9%],F:5.2%,M:44.8%,n:116	C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.7%,n:129,E:50.0%	48909	48909.0	0.000%	110		11.0	METAMDBG-MetaBAT2-zymo_fecal.157.fa	69.34	13.97	Gradient Boost (General Model)	11	0.872	3243529	3141	METAMDBG-MetaBAT2-zymo_fecal.157	METAMDBG-MetaBAT2-zymo_fecal.157.fa	110	110	108	88	43	18	3243529	3243529	3234047	3072238	2362314	1429533	110	207881	3243529	43.99	48909	21425	22	47	0.0	19 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.157.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	GCF_003473545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	97.66	0.679							ani_screen	classification based on ANI only	GCA_025758065.1, s__Enterocloster sp900541315, 95.0, 91.3, 0.431; GCA_963644495.1, s__Enterocloster sp963644495, 95.0, 87.76, 0.289; GCA_050872205.1, s__Enterocloster sp050872205, 95.0, 89.61, 0.324; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 86.81, 0.255; GCA_963621525.1, s__Enterocloster sp963621525, 95.0, 86.51, 0.285; GCA_963611035.1, s__Enterocloster sp963611035, 95.0, 87.86, 0.302				
METAMDBG-MetaBAT2-zymo_fecal.158.fa	5.558625	METAMDBG-MetaBAT2-zymo_fecal.158.fa	eukaryota_odb12	1.7	1.7	0.0	1.7	96.6	116.0	C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:195	C:1.7%[S:1.7%,D:0.0%],F:1.7%,M:96.6%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	20627	20627.0	0.000%	60		11.0	METAMDBG-MetaBAT2-zymo_fecal.158.fa	15.33	1.54	Neural Network (Specific Model)	11	0.877	916695	951	METAMDBG-MetaBAT2-zymo_fecal.158	METAMDBG-MetaBAT2-zymo_fecal.158.fa	60	60	55	39	9	0	916695	916695	900110	787995	313774	0	60	45235	916695	32.19	20627	12705	16	30	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.158.fa																			
METAMDBG-MetaBAT2-zymo_fecal.159.fa	7.023475	METAMDBG-MetaBAT2-zymo_fecal.159.fa	eukaryota_odb12	82.8	55.2	27.6	1.7	15.5	116.0	C:18.5%[S:17.9%,D:0.5%],F:3.1%,M:78.5%,n:195	C:82.8%[S:55.2%,D:27.6%],F:1.7%,M:15.5%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129	161975	161975.0	0.000%	26		11.0	METAMDBG-MetaBAT2-zymo_fecal.159.fa	82.46	13.89	Neural Network (Specific Model)	11	0.869	3303381	2978	METAMDBG-MetaBAT2-zymo_fecal.159	METAMDBG-MetaBAT2-zymo_fecal.159.fa	26	26	26	24	23	19	3303381	3303381	3303381	3288923	3267852	3119202	26	435634	3303381	47.58	161975	106325	6	12	0.0	13 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.159.fa																			
METAMDBG-MetaBAT2-zymo_fecal.16.fa	13.6888	METAMDBG-MetaBAT2-zymo_fecal.16.fa	bacteroides_odb12	92.1	89.9	2.2	0.3	7.6	1173.0	C:17.9%[S:16.4%,D:1.5%],F:3.1%,M:79.0%,n:195	C:94.8%[S:90.5%,D:4.3%],F:1.7%,M:3.4%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129,E:100.0%	382147	382147.0	0.000%	9		11.0	METAMDBG-MetaBAT2-zymo_fecal.16.fa	87.1	4.03	Neural Network (Specific Model)	11	0.899	3455950	2897	METAMDBG-MetaBAT2-zymo_fecal.16	METAMDBG-MetaBAT2-zymo_fecal.16.fa	9	9	9	9	9	8	3455950	3455950	3455950	3455950	3455950	3412335	9	1610300	3455950	46.28	382147	335221	2	4	0.0	15 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.16.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	GCF_025147325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	99.03	0.845							ani_screen	classification based on ANI only	GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 98.83, 0.464; GCF_018390535.1, s__Bacteroides propionicigenes, 95.0, 85.15, 0.252; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 82.8, 0.153; GCF_025146565.1, s__Bacteroides eggerthii, 95.0, 83.75, 0.203; GCF_900129655.1, s__Bacteroides clarus, 95.0, 87.15, 0.392				
METAMDBG-MetaBAT2-zymo_fecal.160.fa	26.2001	METAMDBG-MetaBAT2-zymo_fecal.160.fa	eukaryota_odb12	3.4	3.4	0.0	3.4	93.1	116.0	C:1.0%[S:1.0%,D:0.0%],F:0.0%,M:99.0%,n:195	C:3.4%[S:3.4%,D:0.0%],F:3.4%,M:93.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	93783	93783.0	0.000%	9		11.0	METAMDBG-MetaBAT2-zymo_fecal.160.fa	14.73	3.41	Neural Network (Specific Model)	11	0.873	822701	897	METAMDBG-MetaBAT2-zymo_fecal.160	METAMDBG-MetaBAT2-zymo_fecal.160.fa	9	9	9	9	8	7	822701	822701	822701	822701	802491	768960	9	291976	822701	46.49	93783	66656	3	5	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.160.fa																			
METAMDBG-MetaBAT2-zymo_fecal.161.fa	2.57191	METAMDBG-MetaBAT2-zymo_fecal.161.fa	eukaryota_odb12	42.2	42.2	0.0	1.7	56.0	116.0	C:9.2%[S:9.2%,D:0.0%],F:1.5%,M:89.2%,n:195	C:42.2%[S:42.2%,D:0.0%],F:1.7%,M:56.0%,n:116	C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.7%,n:129,E:100.0%	29624	29624.0	0.000%	41		11.0	METAMDBG-MetaBAT2-zymo_fecal.161.fa	35.27	0.38	Neural Network (Specific Model)	11	0.899	894867	970	METAMDBG-MetaBAT2-zymo_fecal.161	METAMDBG-MetaBAT2-zymo_fecal.161.fa	41	41	40	34	14	0	894867	894867	890336	840293	514792	0	41	48976	894867	43.25	29624	17284	12	22	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.161.fa																			
METAMDBG-MetaBAT2-zymo_fecal.162.fa	5.23845	METAMDBG-MetaBAT2-zymo_fecal.162.fa	eubacteriales_odb12	54.6	54.6	0.0	0.0	45.4	240.0	C:6.2%[S:6.2%,D:0.0%],F:3.1%,M:90.8%,n:195	C:62.1%[S:62.1%,D:0.0%],F:1.7%,M:36.2%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:129	508261	508261.0	0.000%	4		11.0	METAMDBG-MetaBAT2-zymo_fecal.162.fa	67.36	0.0	Gradient Boost (General Model)	11	0.832	916606	815	METAMDBG-MetaBAT2-zymo_fecal.162	METAMDBG-MetaBAT2-zymo_fecal.162.fa	4	4	4	4	3	3	916606	916606	916606	916606	901676	901676	4	508261	916606	59.14	508261	219623	1	2	0.0	6 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.162.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas fastidiosa	GCF_018326305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas fastidiosa	96.92	0.775							ani_screen	classification based on ANI only	GCA_963634265.1, s__Vescimonas sp963634265, 95.0, 88.19, 0.401; GCA_900550615.1, s__Vescimonas sp900550615, 95.0, 86.36, 0.203; GCA_963650985.1, s__Vescimonas sp963650985, 95.0, 87.29, 0.379; GCA_963655625.1, s__Vescimonas sp963655625, 95.0, 87.23, 0.199; GCA_902388735.1, s__Vescimonas sp902388735, 95.0, 85.72, 0.235; GCA_945868085.1, s__Vescimonas sp945868085, 95.0, 85.51, 0.274; GCA_934566025.1, s__Vescimonas sp934566025, 95.0, 89.12, 0.207; GCA_003539495.1, s__Vescimonas sp003539495, 95.0, 86.5, 0.311; GCA_004557655.1, s__Vescimonas sp004557655, 95.0, 84.55, 0.167				
METAMDBG-MetaBAT2-zymo_fecal.163.fa	2.14737	METAMDBG-MetaBAT2-zymo_fecal.163.fa	eukaryota_odb12	6.9	6.9	0.0	2.6	90.5	116.0	C:2.6%[S:2.6%,D:0.0%],F:1.0%,M:96.4%,n:195	C:6.9%[S:6.9%,D:0.0%],F:2.6%,M:90.5%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:129	20193	20193.0	0.000%	12		11.0	METAMDBG-MetaBAT2-zymo_fecal.163.fa	10.74	0.0	Neural Network (Specific Model)	11	0.869	229118	251	METAMDBG-MetaBAT2-zymo_fecal.163	METAMDBG-MetaBAT2-zymo_fecal.163.fa	12	12	12	10	2	0	229118	229118	229118	210649	90704	0	12	45984	229118	38.46	20193	13736	4	7	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.163.fa																			
METAMDBG-MetaBAT2-zymo_fecal.164.fa	5.2201450000000005	METAMDBG-MetaBAT2-zymo_fecal.164.fa	lachnospiraceae_odb12	63.3	62.6	0.7	1.1	35.6	444.0	C:13.8%[S:12.8%,D:1.0%],F:1.5%,M:84.6%,n:195	C:63.8%[S:61.2%,D:2.6%],F:1.7%,M:34.5%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129,E:100.0%	70498	70498.0	0.000%	40		11.0	METAMDBG-MetaBAT2-zymo_fecal.164.fa	73.01	1.84	Neural Network (Specific Model)	11	0.89	1727474	1697	METAMDBG-MetaBAT2-zymo_fecal.164	METAMDBG-MetaBAT2-zymo_fecal.164.fa	40	40	38	34	21	12	1727474	1727474	1719121	1691049	1462291	1154319	40	202036	1727474	41.76	70498	35411	8	16	0.0	4 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.164.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoyibacter;s__Maccoyibacter intestinihominis	GCF_040096355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoyibacter;s__Maccoyibacter intestinihominis	98.22	0.865							ani_screen	classification based on ANI only					
METAMDBG-MetaBAT2-zymo_fecal.165.fa	4.04122	METAMDBG-MetaBAT2-zymo_fecal.165.fa	eukaryota_odb12	73.3	62.9	10.3	2.6	24.1	116.0	C:17.9%[S:15.9%,D:2.1%],F:3.1%,M:79.0%,n:195	C:73.3%[S:62.9%,D:10.3%],F:2.6%,M:24.1%,n:116	C:0.8%[S:0.8%,D:0.0%],F:2.3%,M:96.9%,n:129	46095	46095.0	0.000%	201		11.0	METAMDBG-MetaBAT2-zymo_fecal.165.fa	85.85	19.95	Neural Network (Specific Model)	11	0.888	6529056	5717	METAMDBG-MetaBAT2-zymo_fecal.165	METAMDBG-MetaBAT2-zymo_fecal.165.fa	201	201	197	174	88	34	6529056	6529056	6512433	6325446	4954456	3044331	201	159471	6529056	41.49	46095	25512	39	86	0.0	12 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.165.fa																			
METAMDBG-MetaBAT2-zymo_fecal.166.fa	22.07625	METAMDBG-MetaBAT2-zymo_fecal.166.fa	eukaryota_odb12	82.8	1.7	81.0	1.7	15.5	116.0	C:15.4%[S:5.1%,D:10.3%],F:1.5%,M:83.1%,n:195	C:82.8%[S:1.7%,D:81.0%],F:1.7%,M:15.5%,n:116	C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:129,E:100.0%	1575756	1575756.0	0.000%	4		11.0	METAMDBG-MetaBAT2-zymo_fecal.166.fa	100.0	93.7	Gradient Boost (General Model)	11	0.884	4646105	4521	METAMDBG-MetaBAT2-zymo_fecal.166	METAMDBG-MetaBAT2-zymo_fecal.166.fa	4	4	3	3	3	3	4646105	4646105	4642782	4642782	4642782	4642782	4	1582723	4646105	26.53	1575756	1484303	2	3	0.0	18 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.166.fa																			
METAMDBG-MetaBAT2-zymo_fecal.167.fa	2.43212	METAMDBG-MetaBAT2-zymo_fecal.167.fa	eukaryota_odb12	28.4	28.4	0.0	2.6	69.0	116.0	C:6.2%[S:6.2%,D:0.0%],F:0.5%,M:93.3%,n:195	C:28.4%[S:28.4%,D:0.0%],F:2.6%,M:69.0%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	36772	36772.0	0.000%	43		11.0	METAMDBG-MetaBAT2-zymo_fecal.167.fa	29.52	1.09	Neural Network (Specific Model)	11	0.873	1187512	1070	METAMDBG-MetaBAT2-zymo_fecal.167	METAMDBG-MetaBAT2-zymo_fecal.167.fa	43	43	43	36	20	5	1187512	1187512	1187512	1129198	879546	358832	43	83292	1187512	58.87	36772	24345	11	21	0.0	1 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.167.fa																			
METAMDBG-MetaBAT2-zymo_fecal.168.fa	5.69954	METAMDBG-MetaBAT2-zymo_fecal.168.fa	eubacteriales_odb12	75.8	73.8	2.1	1.2	22.9	240.0	C:13.8%[S:13.8%,D:0.0%],F:2.6%,M:83.6%,n:195	C:75.0%[S:75.0%,D:0.0%],F:1.7%,M:23.3%,n:116	C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.9%,n:129,E:100.0%	116119	116119.0	0.000%	23		11.0	METAMDBG-MetaBAT2-zymo_fecal.168.fa	78.53	0.76	Gradient Boost (General Model)	11	0.868	1671934	1539	METAMDBG-MetaBAT2-zymo_fecal.168	METAMDBG-MetaBAT2-zymo_fecal.168.fa	23	23	23	22	18	13	1671934	1671934	1671934	1662530	1593034	1401555	23	178993	1671934	60.11	116119	57014	6	11	0.0	6 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.168.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	GCF_018408575.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	98.06	0.872							ani_screen	classification based on ANI only					
METAMDBG-MetaBAT2-zymo_fecal.169.fa	2.3077	METAMDBG-MetaBAT2-zymo_fecal.169.fa	eukaryota_odb12	34.5	30.2	4.3	6.0	59.5	116.0	C:10.8%[S:8.7%,D:2.1%],F:3.1%,M:86.2%,n:195	C:34.5%[S:30.2%,D:4.3%],F:6.0%,M:59.5%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129,E:50.0%	22467	22467.0	0.000%	124		11.0	METAMDBG-MetaBAT2-zymo_fecal.169.fa	44.48	10.09	Neural Network (Specific Model)	11	0.899	2357918	2343	METAMDBG-MetaBAT2-zymo_fecal.169	METAMDBG-MetaBAT2-zymo_fecal.169.fa	124	124	123	94	25	3	2357918	2357918	2353106	2107724	928294	192782	124	76761	2357918	42.57	22467	16196	36	66	0.0	1 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.169.fa																			
METAMDBG-MetaBAT2-zymo_fecal.17.fa	5.86662	METAMDBG-MetaBAT2-zymo_fecal.17.fa	bacteroidales_odb12	93.4	93.4	0.0	0.2	6.4	517.0	C:17.4%[S:16.4%,D:1.0%],F:2.1%,M:80.5%,n:195	C:94.0%[S:90.5%,D:3.4%],F:2.6%,M:3.4%,n:116	C:3.1%[S:3.1%,D:0.0%],F:0.0%,M:96.9%,n:129,E:100.0%	649325	649325.0	0.000%	10		11.0	METAMDBG-MetaBAT2-zymo_fecal.17.fa	82.35	3.89	Neural Network (Specific Model)	11	0.888	2765455	2232	METAMDBG-MetaBAT2-zymo_fecal.17	METAMDBG-MetaBAT2-zymo_fecal.17.fa	10	10	10	10	10	8	2765455	2765455	2765455	2765455	2765455	2679754	10	966446	2765455	43.58	649325	263595	2	4	0.0	12 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.17.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.32	0.921							ani_screen	classification based on ANI only					
METAMDBG-MetaBAT2-zymo_fecal.170.fa	21.7758	METAMDBG-MetaBAT2-zymo_fecal.170.fa	bacteroides_odb12	89.7	51.1	38.6	0.2	10.1	1173.0	C:19.0%[S:9.7%,D:9.2%],F:3.1%,M:77.9%,n:195	C:93.1%[S:59.5%,D:33.6%],F:2.6%,M:4.3%,n:116	C:2.3%[S:0.0%,D:2.3%],F:0.8%,M:96.9%,n:129,E:66.7%	279490	279490.0	0.000%	36		11.0	METAMDBG-MetaBAT2-zymo_fecal.170.fa	94.51	41.45	Neural Network (Specific Model)	11	0.908	6085182	5088	METAMDBG-MetaBAT2-zymo_fecal.170	METAMDBG-MetaBAT2-zymo_fecal.170.fa	36	36	36	36	35	27	6085182	6085182	6085182	6085182	6063353	5762655	36	859082	6085182	46.51	279490	131124	6	15	0.0	16 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.170.fa																			
METAMDBG-MetaBAT2-zymo_fecal.171.fa	2.82305	METAMDBG-MetaBAT2-zymo_fecal.171.fa	eukaryota_odb12	30.2	30.2	0.0	5.2	64.7	116.0	C:3.6%[S:3.6%,D:0.0%],F:4.1%,M:92.3%,n:195	C:30.2%[S:30.2%,D:0.0%],F:5.2%,M:64.7%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129	44807	44807.0	0.000%	25		11.0	METAMDBG-MetaBAT2-zymo_fecal.171.fa	44.97	4.24	Gradient Boost (General Model)	11	0.904	861965	936	METAMDBG-MetaBAT2-zymo_fecal.171	METAMDBG-MetaBAT2-zymo_fecal.171.fa	25	25	25	24	12	4	861965	861965	861965	853725	650141	348834	25	167183	861965	24.5	44807	29569	6	12	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.171.fa																			
